Word1,Word2,Similarity Score,Ground Truth,Label_similar,label_correct,0
मोहब्बत,सेक्स,3.1299957633018494,6.8,0.0,1.0,
बाघ,बिल्ली,5.336025953292847,7.0,0.0,1.0,
किताब,कागज़,5.469306707382202,7.6,0.0,1.0,
कंप्यूटर,कीबोर्ड,7.68293559551239,7.6,0.0,1.0,
कंप्यूटर,इंटरनेट,8.10863196849823,8.0,1.0,1.0,
विमान,कार,6.373139023780823,6.0,0.0,1.0,
रेलगाड़ी,कार,7.488715052604675,6.2,0.0,1.0,
टेलीफोन,संचार,3.74567449092865,7.6,0.0,1.0,
टेलीविजन,रेडियो,8.019670248031616,6.4,0.0,0.0,
मीडिया,रेडियो,4.965292811393738,5.8,0.0,1.0,
ब्रेड,मक्खन,8.236987590789795,6.6,0.0,0.0,
खीरा,आलू,8.30386221408844,5.8,0.0,0.0,
चिकित्सक,नर्स,7.180417776107788,7.6,0.0,1.0,
प्रोफ़ेसर,चिकित्सक,4.70663458108902,4.6,0.0,1.0,
छात्र,प्रोफ़ेसर,4.458838403224945,7.0,0.0,1.0,
होशियार,छात्र,2.221747785806656,5.2,0.0,1.0,
होशियार,बेवकूफ,6.045511364936829,6.2,0.0,1.0,
किताब,पुस्तकालय,2.882695198059082,7.6,0.0,1.0,
बैंक,पैसे,4.3558090925216675,8.0,0.0,0.0,
लकड़ी,जंगल,5.527215003967285,7.0,0.0,1.0,
प्रोफ़ेसर,खीरा,-0.05156191065907478,0.0,0.0,1.0,
राजा,रानी,6.619059443473816,8.2,0.0,0.0,
बिशप,रबी,-1.189306452870369,7.0,0.0,1.0,
यरूशलेम,इजराइल,5.5090779066085815,7.8,0.0,1.0,
पवित्र,सेक्स,0.9757401049137115,1.0,0.0,1.0,
माराडोना,फ़ुटबॉल,7.276397943496704,7.8,0.0,1.0,
फ़ुटबॉल,सॉकर,8.768568634986877,9.0,1.0,1.0,
फ़ुटबॉल,बास्केटबाल,7.947431206703186,6.4,0.0,1.0,
फ़ुटबॉल,टेनिस,8.422405123710632,5.8,0.0,0.0,
टेनिस,रैकेट,2.219862788915634,7.4,0.0,1.0,
कानून,वकील,3.841879367828369,7.8,0.0,1.0,
चलचित्र,पॉपकॉर्न,2.4394680559635162,6.6,0.0,1.0,
चलचित्र,आलोचक,3.5865935683250427,6.6,0.0,1.0,
चलचित्र,थिएटर,5.928101539611816,8.4,0.0,0.0,
पीना,कार,0.14033542945981026,1.4,0.0,1.0,
पीना,कान,1.351214200258255,0.4,0.0,1.0,
पीना,मुंह,2.2652244567871094,7.0,0.0,1.0,
बच्चा,मां,5.297819972038269,7.2,0.0,1.0,
पीना,मां,1.6959014534950256,1.8,0.0,1.0,
मणि,गहना,3.61445814371109,6.8,0.0,1.0,
भट्ठी,स्टोव,7.895333766937256,8.4,0.0,0.0,
भोजन,फल,6.405230760574341,6.6,0.0,1.0,
पक्षी,सारस,8.71588945388794,7.4,0.0,0.0,
भाई,साधु,3.4423449635505676,1.4,0.0,1.0,
यात्रा,कार,3.7126174569129944,6.2,0.0,1.0,
साधु,गुलाम,2.0122458040714264,0.2,0.0,1.0,
कांच,जादूगर,2.2749000787734985,2.0,0.0,1.0,
पैसे,मुद्रा,2.7428430318832397,8.6,0.0,0.0,
पैसे,धन,6.681554913520813,9.2,0.0,0.0,
पैसे,संपत्ति,4.640903174877167,8.4,0.0,0.0,
पैसे,बैंक,4.3558090925216675,8.2,0.0,0.0,
पैसे,जमा,4.152074456214905,6.6,0.0,1.0,
पैसे,ऑपरेशन,1.544610857963562,2.6,0.0,1.0,
बाघ,जैगुआर,2.182715982198715,8.0,0.0,0.0,
बाघ,जानवर,7.367997169494629,7.6,0.0,1.0,
बाघ,चिड़ियाघर,6.227161288261414,6.8,0.0,1.0,
मनोविज्ञान,चिंता,1.6610094904899597,6.2,0.0,1.0,
मनोविज्ञान,डर,-0.409981831908226,5.2,0.0,1.0,
मनोविज्ञान,डिप्रेशन,3.7255430221557617,7.0,0.0,1.0,
मनोविज्ञान,क्लिनिक,3.094649314880371,6.4,0.0,1.0,
मनोविज्ञान,चिकित्सक,4.528347551822662,7.0,0.0,1.0,
मनोविज्ञान,मन,2.513045370578766,7.4,0.0,1.0,
मनोविज्ञान,स्वास्थ्य,4.3044158816337585,6.2,0.0,1.0,
मनोविज्ञान,विज्ञान,7.902854084968567,7.0,0.0,1.0,
मनोविज्ञान,अनुशासन,5.841776728630066,4.2,0.0,1.0,
,,,,,,Accuracy  = 
,,,,,,78.46153846153847
