Word1,Word2,Similarity Score,Ground Truth,Label_similar,label_correct,0
मोहब्बत,सेक्स,2.3871472477912903,6.8,0.0,0.0,
बाघ,बिल्ली,3.83835107088089,7.0,0.0,0.0,
किताब,कागज़,3.559911549091339,7.6,0.0,0.0,
कंप्यूटर,कीबोर्ड,5.747854113578796,7.6,1.0,1.0,
कंप्यूटर,इंटरनेट,6.479469537734985,8.0,1.0,1.0,
विमान,कार,4.59343284368515,6.0,0.0,0.0,
रेलगाड़ी,कार,5.1617395877838135,6.2,1.0,1.0,
टेलीफोन,संचार,3.04783433675766,7.6,0.0,0.0,
टेलीविजन,रेडियो,6.470036506652832,6.4,1.0,1.0,
मीडिया,रेडियो,2.9151341319084167,5.8,0.0,0.0,
ब्रेड,मक्खन,6.216009259223938,6.6,1.0,1.0,
खीरा,आलू,5.958890318870544,5.8,1.0,1.0,
चिकित्सक,नर्स,5.710465312004089,7.6,1.0,1.0,
प्रोफ़ेसर,चिकित्सक,3.080779016017914,4.6,0.0,1.0,
छात्र,प्रोफ़ेसर,3.5226190090179443,7.0,0.0,0.0,
होशियार,छात्र,0.5925942584872246,5.2,0.0,0.0,
होशियार,बेवकूफ,4.5766958594322205,6.2,0.0,0.0,
किताब,पुस्तकालय,1.8265153467655182,7.6,0.0,0.0,
बैंक,पैसे,2.7628031373023987,8.0,0.0,0.0,
लकड़ी,जंगल,3.9806172251701355,7.0,0.0,0.0,
प्रोफ़ेसर,खीरा,-0.2564562298357487,0.0,0.0,1.0,
राजा,रानी,5.148493051528931,8.2,1.0,1.0,
बिशप,रबी,0.05082903429865837,7.0,0.0,0.0,
यरूशलेम,इजराइल,3.434605598449707,7.8,0.0,0.0,
पवित्र,सेक्स,0.7857424020767212,1.0,0.0,1.0,
माराडोना,फ़ुटबॉल,5.706273913383484,7.8,1.0,1.0,
फ़ुटबॉल,सॉकर,7.106373906135559,9.0,1.0,1.0,
फ़ुटबॉल,बास्केटबाल,6.221303939819336,6.4,1.0,1.0,
फ़ुटबॉल,टेनिस,5.694432854652405,5.8,1.0,1.0,
टेनिस,रैकेट,2.0906847715377808,7.4,0.0,0.0,
कानून,वकील,2.754310965538025,7.8,0.0,0.0,
चलचित्र,पॉपकॉर्न,1.9686082005500793,6.6,0.0,0.0,
चलचित्र,आलोचक,1.29415825009346,6.6,0.0,0.0,
चलचित्र,थिएटर,3.444661796092987,8.4,0.0,0.0,
पीना,कार,-0.2610051818192005,1.4,0.0,1.0,
पीना,कान,0.8750689774751663,0.4,0.0,1.0,
पीना,मुंह,2.0102891325950623,7.0,0.0,0.0,
बच्चा,मां,3.675999343395233,7.2,0.0,0.0,
पीना,मां,0.9110138565301895,1.8,0.0,1.0,
मणि,गहना,2.5574660301208496,6.8,0.0,0.0,
भट्ठी,स्टोव,5.9863996505737305,8.4,1.0,1.0,
भोजन,फल,4.428029358386993,6.6,0.0,0.0,
पक्षी,सारस,7.0241910219192505,7.4,1.0,1.0,
भाई,साधु,1.1197081208229065,1.4,0.0,1.0,
यात्रा,कार,2.064971625804901,6.2,0.0,0.0,
साधु,गुलाम,0.6421437859535217,0.2,0.0,1.0,
कांच,जादूगर,1.956985741853714,2.0,0.0,1.0,
पैसे,मुद्रा,1.5156014263629913,8.6,0.0,0.0,
पैसे,धन,5.76353132724762,9.2,1.0,1.0,
पैसे,संपत्ति,2.9341349005699158,8.4,0.0,0.0,
पैसे,बैंक,2.7628031373023987,8.2,0.0,0.0,
पैसे,जमा,2.8967085480690002,6.6,0.0,0.0,
पैसे,ऑपरेशन,1.1641929298639297,2.6,0.0,1.0,
बाघ,जैगुआर,2.0461829006671906,8.0,0.0,0.0,
बाघ,जानवर,5.84900438785553,7.6,1.0,1.0,
बाघ,चिड़ियाघर,4.737620055675507,6.8,0.0,0.0,
मनोविज्ञान,चिंता,0.8178164809942245,6.2,0.0,0.0,
मनोविज्ञान,डर,-0.33182214945554733,5.2,0.0,0.0,
मनोविज्ञान,डिप्रेशन,1.9353309273719788,7.0,0.0,0.0,
मनोविज्ञान,क्लिनिक,1.559997797012329,6.4,0.0,0.0,
मनोविज्ञान,चिकित्सक,2.79030978679657,7.0,0.0,0.0,
मनोविज्ञान,मन,1.8245051801204681,7.4,0.0,0.0,
मनोविज्ञान,स्वास्थ्य,3.020196259021759,6.2,0.0,0.0,
मनोविज्ञान,विज्ञान,6.365253329277039,7.0,1.0,1.0,
मनोविज्ञान,अनुशासन,3.809235095977783,4.2,0.0,1.0,
,,,,,,Accuracy  = 
,,,,,,43.07692307692308
