Word1,Word2,Similarity Score,Ground Truth,Label_similar,label_correct,0
मोहब्बत,सेक्स,3.480145553775275,6.8,0.0,0.0,
बाघ,बिल्ली,5.4564927597734005,7.0,1.0,1.0,
किताब,कागज़,5.772483683253553,7.6,1.0,1.0,
कंप्यूटर,कीबोर्ड,5.557799396620199,7.6,1.0,1.0,
कंप्यूटर,इंटरनेट,6.982660767421117,8.0,1.0,1.0,
विमान,कार,6.010701311512701,6.0,1.0,1.0,
रेलगाड़ी,कार,5.693607316364026,6.2,1.0,1.0,
टेलीफोन,संचार,5.599376998623901,7.6,1.0,1.0,
टेलीविजन,रेडियो,6.654107970125887,6.4,1.0,1.0,
मीडिया,रेडियो,5.226255659627412,5.8,1.0,1.0,
ब्रेड,मक्खन,6.223899680544392,6.6,1.0,1.0,
खीरा,आलू,5.6974279850034915,5.8,1.0,1.0,
चिकित्सक,नर्स,6.946243071744398,7.6,1.0,1.0,
प्रोफ़ेसर,चिकित्सक,4.2305589399235695,4.6,0.0,1.0,
छात्र,प्रोफ़ेसर,4.828631470650285,7.0,0.0,0.0,
होशियार,छात्र,3.895163707424179,5.2,0.0,0.0,
होशियार,बेवकूफ,5.703295367051462,6.2,1.0,1.0,
किताब,पुस्तकालय,4.463667521211676,7.6,0.0,0.0,
बैंक,पैसे,5.727216587830006,8.0,1.0,1.0,
लकड़ी,जंगल,5.661059346265408,7.0,1.0,1.0,
प्रोफ़ेसर,खीरा,-0.9180405557172084,0.0,0.0,1.0,
राजा,रानी,6.5600901328164465,8.2,1.0,1.0,
बिशप,रबी,0.7509658694115693,7.0,0.0,0.0,
यरूशलेम,इजराइल,4.483538593202817,7.8,0.0,0.0,
पवित्र,सेक्स,3.0761586489358814,1.0,0.0,1.0,
माराडोना,फ़ुटबॉल,4.155328426164094,7.8,0.0,0.0,
फ़ुटबॉल,सॉकर,6.6151995626269064,9.0,1.0,1.0,
फ़ुटबॉल,बास्केटबाल,4.6500581406794925,6.4,0.0,0.0,
फ़ुटबॉल,टेनिस,5.49661236072607,5.8,1.0,1.0,
टेनिस,रैकेट,4.362918463622095,7.4,0.0,0.0,
कानून,वकील,5.814512758280364,7.8,1.0,1.0,
चलचित्र,पॉपकॉर्न,2.832802824159681,6.6,0.0,0.0,
चलचित्र,आलोचक,2.4103499418425898,6.6,0.0,0.0,
चलचित्र,थिएटर,3.2928420521036705,8.4,0.0,0.0,
पीना,कार,2.471738607487815,1.4,0.0,1.0,
पीना,कान,2.940760044602512,0.4,0.0,1.0,
पीना,मुंह,4.827905768592518,7.0,0.0,0.0,
बच्चा,मां,6.5948181062628395,7.2,1.0,1.0,
पीना,मां,3.177725125204076,1.8,0.0,1.0,
मणि,गहना,2.9459531899507145,6.8,0.0,0.0,
भट्ठी,स्टोव,4.847415327495833,8.4,0.0,0.0,
भोजन,फल,6.671038705738207,6.6,1.0,1.0,
पक्षी,सारस,6.895947970503134,7.4,1.0,1.0,
भाई,साधु,3.979345076266249,1.4,0.0,1.0,
यात्रा,कार,5.045650046305318,6.2,1.0,1.0,
साधु,गुलाम,2.0542455602579426,0.2,0.0,1.0,
कांच,जादूगर,2.2292475963852807,2.0,0.0,1.0,
पैसे,मुद्रा,4.957973518525214,8.6,0.0,0.0,
पैसे,धन,7.046532768580912,9.2,1.0,1.0,
पैसे,संपत्ति,6.02139486957479,8.4,1.0,1.0,
पैसे,बैंक,5.727216587830006,8.2,1.0,1.0,
पैसे,जमा,6.2972559918607605,6.6,1.0,1.0,
पैसे,ऑपरेशन,3.440611757357839,2.6,0.0,1.0,
बाघ,जैगुआर,2.7995894769002554,8.0,0.0,0.0,
बाघ,जानवर,7.211980220734993,7.6,1.0,1.0,
बाघ,चिड़ियाघर,5.449349661662156,6.8,1.0,1.0,
मनोविज्ञान,चिंता,3.2346004711450727,6.2,0.0,0.0,
मनोविज्ञान,डर,2.4950654013151605,5.2,0.0,0.0,
मनोविज्ञान,डिप्रेशन,3.3332068884988937,7.0,0.0,0.0,
मनोविज्ञान,क्लिनिक,3.3333522632918164,6.4,0.0,0.0,
मनोविज्ञान,चिकित्सक,4.880690547262612,7.0,0.0,0.0,
मनोविज्ञान,मन,3.659041887504644,7.4,0.0,0.0,
मनोविज्ञान,स्वास्थ्य,5.156012645099256,6.2,1.0,1.0,
मनोविज्ञान,विज्ञान,7.450683205393638,7.0,1.0,1.0,
मनोविज्ञान,अनुशासन,5.041249928481308,4.2,0.0,0.0,
,,,,,,Accuracy  = 
,,,,,,63.07692307692307
