Word1,Word2,Similarity Score,Ground Truth,Label_similar,label_correct,0
मोहब्बत,सेक्स,3.8873425126075745,6.8,0.0,0.0,
बाघ,बिल्ली,6.253619194030762,7.0,1.0,1.0,
किताब,कागज़,5.756130218505859,7.6,1.0,1.0,
कंप्यूटर,कीबोर्ड,6.722089648246765,7.6,1.0,1.0,
कंप्यूटर,इंटरनेट,7.179461717605591,8.0,1.0,1.0,
विमान,कार,6.394352316856384,6.0,1.0,1.0,
रेलगाड़ी,कार,6.652936935424805,6.2,1.0,1.0,
टेलीफोन,संचार,5.479850172996521,7.6,1.0,1.0,
टेलीविजन,रेडियो,7.466254234313965,6.4,1.0,1.0,
मीडिया,रेडियो,5.544225573539734,5.8,1.0,1.0,
ब्रेड,मक्खन,7.311728596687317,6.6,1.0,1.0,
खीरा,आलू,8.271245956420898,5.8,1.0,1.0,
चिकित्सक,नर्स,7.021421790122986,7.6,1.0,1.0,
प्रोफ़ेसर,चिकित्सक,5.318654179573059,4.6,1.0,1.0,
छात्र,प्रोफ़ेसर,4.931894838809967,7.0,1.0,1.0,
होशियार,छात्र,3.720020055770874,5.2,0.0,0.0,
होशियार,बेवकूफ,6.193171739578247,6.2,1.0,1.0,
किताब,पुस्तकालय,4.463295936584473,7.6,1.0,1.0,
बैंक,पैसे,4.850056767463684,8.0,1.0,1.0,
लकड़ी,जंगल,5.288179516792297,7.0,1.0,1.0,
प्रोफ़ेसर,खीरा,0.8579070866107941,0.0,0.0,1.0,
राजा,रानी,6.694445610046387,8.2,1.0,1.0,
बिशप,रबी,0.8331264555454254,7.0,0.0,0.0,
यरूशलेम,इजराइल,4.983847439289093,7.8,1.0,1.0,
पवित्र,सेक्स,2.425806075334549,1.0,0.0,1.0,
माराडोना,फ़ुटबॉल,6.930301785469055,7.8,1.0,1.0,
फ़ुटबॉल,सॉकर,8.426070809364319,9.0,1.0,1.0,
फ़ुटबॉल,बास्केटबाल,7.249079346656799,6.4,1.0,1.0,
फ़ुटबॉल,टेनिस,7.415844798088074,5.8,1.0,1.0,
टेनिस,रैकेट,4.973634779453278,7.4,1.0,1.0,
कानून,वकील,5.364931225776672,7.8,1.0,1.0,
चलचित्र,पॉपकॉर्न,4.021347761154175,6.6,1.0,1.0,
चलचित्र,आलोचक,3.190009593963623,6.6,0.0,0.0,
चलचित्र,थिएटर,4.8183658719062805,8.4,1.0,1.0,
पीना,कार,2.041507363319397,1.4,0.0,1.0,
पीना,कान,3.1792905926704407,0.4,0.0,1.0,
पीना,मुंह,4.266374111175537,7.0,1.0,1.0,
बच्चा,मां,5.698374509811401,7.2,1.0,1.0,
पीना,मां,2.37579345703125,1.8,0.0,1.0,
मणि,गहना,3.8758623600006104,6.8,0.0,0.0,
भट्ठी,स्टोव,7.105972170829773,8.4,1.0,1.0,
भोजन,फल,5.895434617996216,6.6,1.0,1.0,
पक्षी,सारस,8.23667585849762,7.4,1.0,1.0,
भाई,साधु,3.1637904047966003,1.4,0.0,1.0,
यात्रा,कार,4.36154842376709,6.2,1.0,1.0,
साधु,गुलाम,2.954922914505005,0.2,0.0,1.0,
कांच,जादूगर,3.5351255536079407,2.0,0.0,1.0,
पैसे,मुद्रा,4.16517436504364,8.6,1.0,1.0,
पैसे,धन,6.511806845664978,9.2,1.0,1.0,
पैसे,संपत्ति,5.552644729614258,8.4,1.0,1.0,
पैसे,बैंक,4.850056767463684,8.2,1.0,1.0,
पैसे,जमा,4.878484904766083,6.6,1.0,1.0,
पैसे,ऑपरेशन,2.780091166496277,2.6,0.0,1.0,
बाघ,जैगुआर,4.780704081058502,8.0,1.0,1.0,
बाघ,जानवर,7.266578674316406,7.6,1.0,1.0,
बाघ,चिड़ियाघर,6.862779259681702,6.8,1.0,1.0,
मनोविज्ञान,चिंता,3.535108268260956,6.2,0.0,0.0,
मनोविज्ञान,डर,2.2118134796619415,5.2,0.0,0.0,
मनोविज्ञान,डिप्रेशन,4.024217128753662,7.0,1.0,1.0,
मनोविज्ञान,क्लिनिक,4.52531635761261,6.4,1.0,1.0,
मनोविज्ञान,चिकित्सक,5.112589597702026,7.0,1.0,1.0,
मनोविज्ञान,मन,4.022969603538513,7.4,1.0,1.0,
मनोविज्ञान,स्वास्थ्य,5.202593207359314,6.2,1.0,1.0,
मनोविज्ञान,विज्ञान,7.954474687576294,7.0,1.0,1.0,
मनोविज्ञान,अनुशासन,5.455807447433472,4.2,1.0,1.0,
,,,,,,Accuracy  = 
,,,,,,89.23076923076924
