Word1,Word2,Similarity Score,Ground Truth,Label_similar,label_correct,0
मोहब्बत,सेक्स,3.608149290084839,6.8,0.0,0.0,
बाघ,बिल्ली,5.389087796211243,7.0,0.0,0.0,
किताब,कागज़,4.190517961978912,7.6,0.0,0.0,
कंप्यूटर,कीबोर्ड,5.828971862792969,7.6,0.0,0.0,
कंप्यूटर,इंटरनेट,6.534026265144348,8.0,1.0,1.0,
विमान,कार,5.286926627159119,6.0,0.0,0.0,
रेलगाड़ी,कार,5.502025485038757,6.2,0.0,0.0,
टेलीफोन,संचार,4.521126449108124,7.6,0.0,0.0,
टेलीविजन,रेडियो,6.5776896476745605,6.4,1.0,1.0,
मीडिया,रेडियो,4.204346835613251,5.8,0.0,1.0,
ब्रेड,मक्खन,6.779254674911499,6.6,1.0,1.0,
खीरा,आलू,7.248368263244629,5.8,0.0,0.0,
चिकित्सक,नर्स,6.442476511001587,7.6,1.0,1.0,
प्रोफ़ेसर,चिकित्सक,3.9897581934928894,4.6,0.0,1.0,
छात्र,प्रोफ़ेसर,4.1190072894096375,7.0,0.0,0.0,
होशियार,छात्र,2.6436707377433777,5.2,0.0,1.0,
होशियार,बेवकूफ,5.380722284317017,6.2,0.0,0.0,
किताब,पुस्तकालय,3.829294741153717,7.6,0.0,0.0,
बैंक,पैसे,3.9266112446784973,8.0,0.0,0.0,
लकड़ी,जंगल,4.511230289936066,7.0,0.0,0.0,
प्रोफ़ेसर,खीरा,1.5033455193042755,0.0,0.0,1.0,
राजा,रानी,6.206070184707642,8.2,1.0,1.0,
बिशप,रबी,0.7569984346628189,7.0,0.0,0.0,
यरूशलेम,इजराइल,3.9849814772605896,7.8,0.0,0.0,
पवित्र,सेक्स,1.6462516784667969,1.0,0.0,1.0,
माराडोना,फ़ुटबॉल,5.761075019836426,7.8,0.0,0.0,
फ़ुटबॉल,सॉकर,7.523918151855469,9.0,1.0,1.0,
फ़ुटबॉल,बास्केटबाल,6.284893155097961,6.4,1.0,1.0,
फ़ुटबॉल,टेनिस,6.3972121477127075,5.8,0.0,0.0,
टेनिस,रैकेट,3.785116672515869,7.4,0.0,0.0,
कानून,वकील,4.246638715267181,7.8,0.0,0.0,
चलचित्र,पॉपकॉर्न,2.8524139523506165,6.6,0.0,0.0,
चलचित्र,आलोचक,2.1364080905914307,6.6,0.0,0.0,
चलचित्र,थिएटर,4.100479185581207,8.4,0.0,0.0,
पीना,कार,1.994936615228653,1.4,0.0,1.0,
पीना,कान,1.913636475801468,0.4,0.0,1.0,
पीना,मुंह,3.6555838584899902,7.0,0.0,0.0,
बच्चा,मां,4.838782548904419,7.2,0.0,0.0,
पीना,मां,2.2068557143211365,1.8,0.0,1.0,
मणि,गहना,3.241019546985626,6.8,0.0,0.0,
भट्ठी,स्टोव,6.213641166687012,8.4,1.0,1.0,
भोजन,फल,4.616623520851135,6.6,0.0,0.0,
पक्षी,सारस,7.607247829437256,7.4,1.0,1.0,
भाई,साधु,2.493925839662552,1.4,0.0,1.0,
यात्रा,कार,3.4320837259292603,6.2,0.0,0.0,
साधु,गुलाम,1.786252111196518,0.2,0.0,1.0,
कांच,जादूगर,3.1336236000061035,2.0,0.0,1.0,
पैसे,मुद्रा,3.3599048852920532,8.6,0.0,0.0,
पैसे,धन,6.082367300987244,9.2,1.0,1.0,
पैसे,संपत्ति,4.438782036304474,8.4,0.0,0.0,
पैसे,बैंक,3.9266112446784973,8.2,0.0,0.0,
पैसे,जमा,4.262327551841736,6.6,0.0,0.0,
पैसे,ऑपरेशन,2.397712916135788,2.6,0.0,1.0,
बाघ,जैगुआर,3.910248279571533,8.0,0.0,0.0,
बाघ,जानवर,6.516717076301575,7.6,1.0,1.0,
बाघ,चिड़ियाघर,5.870532393455505,6.8,0.0,0.0,
मनोविज्ञान,चिंता,2.708664834499359,6.2,0.0,0.0,
मनोविज्ञान,डर,1.7175310850143433,5.2,0.0,1.0,
मनोविज्ञान,डिप्रेशन,3.1388139724731445,7.0,0.0,0.0,
मनोविज्ञान,क्लिनिक,3.657241463661194,6.4,0.0,0.0,
मनोविज्ञान,चिकित्सक,4.140365719795227,7.0,0.0,0.0,
मनोविज्ञान,मन,3.455667197704315,7.4,0.0,0.0,
मनोविज्ञान,स्वास्थ्य,4.2179074883461,6.2,0.0,0.0,
मनोविज्ञान,विज्ञान,7.23268985748291,7.0,1.0,1.0,
मनोविज्ञान,अनुशासन,4.177156686782837,4.2,0.0,1.0,
,,,,,,Accuracy  = 
,,,,,,40.0
