Word1,Word2,Similarity Score,Ground Truth,Label_similar,label_correct,0
मोहब्बत,सेक्स,4.112745523452759,6.8,0.0,1.0,
बाघ,बिल्ली,6.974892616271973,7.0,0.0,1.0,
किताब,कागज़,5.985890626907349,7.6,0.0,1.0,
कंप्यूटर,कीबोर्ड,7.53007709980011,7.6,0.0,1.0,
कंप्यूटर,इंटरनेट,8.131585121154785,8.0,1.0,1.0,
विमान,कार,7.014315128326416,6.0,0.0,1.0,
रेलगाड़ी,कार,6.65325403213501,6.2,0.0,1.0,
टेलीफोन,संचार,6.113987565040588,7.6,0.0,1.0,
टेलीविजन,रेडियो,8.47610056400299,6.4,0.0,0.0,
मीडिया,रेडियो,6.366761326789856,5.8,0.0,1.0,
ब्रेड,मक्खन,7.680883407592773,6.6,0.0,1.0,
खीरा,आलू,8.642039895057678,5.8,0.0,0.0,
चिकित्सक,नर्स,7.30951189994812,7.6,0.0,1.0,
प्रोफ़ेसर,चिकित्सक,6.190770864486694,4.6,0.0,1.0,
छात्र,प्रोफ़ेसर,5.580414533615112,7.0,0.0,1.0,
होशियार,छात्र,5.130172967910767,5.2,0.0,1.0,
होशियार,बेवकूफ,6.153295040130615,6.2,0.0,1.0,
किताब,पुस्तकालय,5.099877715110779,7.6,0.0,1.0,
बैंक,पैसे,5.893449187278748,8.0,0.0,0.0,
लकड़ी,जंगल,6.346297860145569,7.0,0.0,1.0,
प्रोफ़ेसर,खीरा,1.5091769397258759,0.0,0.0,1.0,
राजा,रानी,7.525457143783569,8.2,0.0,0.0,
बिशप,रबी,1.172432228922844,7.0,0.0,1.0,
यरूशलेम,इजराइल,5.763266682624817,7.8,0.0,1.0,
पवित्र,सेक्स,2.694661319255829,1.0,0.0,1.0,
माराडोना,फ़ुटबॉल,7.882922291755676,7.8,0.0,1.0,
फ़ुटबॉल,सॉकर,8.880375623703003,9.0,1.0,1.0,
फ़ुटबॉल,बास्केटबाल,7.837490439414978,6.4,0.0,1.0,
फ़ुटबॉल,टेनिस,8.265294432640076,5.8,0.0,0.0,
टेनिस,रैकेट,5.7451993227005005,7.4,0.0,1.0,
कानून,वकील,5.455710291862488,7.8,0.0,1.0,
चलचित्र,पॉपकॉर्न,3.934198319911957,6.6,0.0,1.0,
चलचित्र,आलोचक,3.8334178924560547,6.6,0.0,1.0,
चलचित्र,थिएटर,6.5069884061813354,8.4,0.0,0.0,
पीना,कार,4.159302115440369,1.4,0.0,1.0,
पीना,कान,4.919636249542236,0.4,0.0,1.0,
पीना,मुंह,5.231119394302368,7.0,0.0,1.0,
बच्चा,मां,5.782908797264099,7.2,0.0,1.0,
पीना,मां,4.072490930557251,1.8,0.0,1.0,
मणि,गहना,4.77312445640564,6.8,0.0,1.0,
भट्ठी,स्टोव,7.744542360305786,8.4,0.0,0.0,
भोजन,फल,6.963860392570496,6.6,0.0,1.0,
पक्षी,सारस,9.142485857009888,7.4,0.0,0.0,
भाई,साधु,4.0118274092674255,1.4,0.0,1.0,
यात्रा,कार,4.8428767919540405,6.2,0.0,1.0,
साधु,गुलाम,2.9473447799682617,0.2,0.0,1.0,
कांच,जादूगर,4.502966403961182,2.0,0.0,1.0,
पैसे,मुद्रा,5.4985374212265015,8.6,0.0,0.0,
पैसे,धन,6.73179030418396,9.2,0.0,0.0,
पैसे,संपत्ति,6.2416768074035645,8.4,0.0,0.0,
पैसे,बैंक,5.893449187278748,8.2,0.0,0.0,
पैसे,जमा,6.243772506713867,6.6,0.0,1.0,
पैसे,ऑपरेशन,4.203757345676422,2.6,0.0,1.0,
बाघ,जैगुआर,5.03112256526947,8.0,0.0,0.0,
बाघ,जानवर,7.669290900230408,7.6,0.0,1.0,
बाघ,चिड़ियाघर,7.363624572753906,6.8,0.0,1.0,
मनोविज्ञान,चिंता,3.8289478421211243,6.2,0.0,1.0,
मनोविज्ञान,डर,2.490256577730179,5.2,0.0,1.0,
मनोविज्ञान,डिप्रेशन,5.321744680404663,7.0,0.0,1.0,
मनोविज्ञान,क्लिनिक,5.237718224525452,6.4,0.0,1.0,
मनोविज्ञान,चिकित्सक,6.241835951805115,7.0,0.0,1.0,
मनोविज्ञान,मन,4.440145194530487,7.4,0.0,1.0,
मनोविज्ञान,स्वास्थ्य,5.524333119392395,6.2,0.0,1.0,
मनोविज्ञान,विज्ञान,8.48997950553894,7.0,0.0,0.0,
मनोविज्ञान,अनुशासन,6.586153507232666,4.2,0.0,1.0,
,,,,,,Accuracy  = 
,,,,,,78.46153846153847
